,연령,소득구간,월소득(만원),소비비율,저축/투자비율,부채상환비율,소비액,저축/투자액,부채상환액,적금/청약비율,연금저축(투자상품)비율,적금/청약액,연금저축(투자상품)액,외식/카페 비율,주유/교통 비율,통신비 비율,항공/여행 비율,문화/교육 비율,쇼핑 비율,주택청약가입,연금저축가입
3689,27,5,414,0.396,0.238,0.063,164,99,26,0.174,0.061,72,25,0.163,0.076,0.044,0.1,0.122,0.093,1,0
3712,26,5,477,0.394,0.257,0.065,188,123,31,0.184,0.07,88,33,0.163,0.076,0.048,0.092,0.111,0.084,1,1
3724,28,5,446,0.446,0.247,0.069,199,110,31,0.183,0.064,82,29,0.163,0.076,0.048,0.1,0.1,0.093,1,1
3726,28,5,418,0.422,0.216,0.066,176,90,28,0.148,0.062,62,26,0.163,0.084,0.048,0.1,0.111,0.093,1,1
3729,28,5,467,0.424,0.228,0.065,198,106,30,0.155,0.061,72,28,0.146,0.069,0.048,0.111,0.111,0.103,1,1
3736,22,5,473,0.371,0.232,0.058,175,110,27,0.179,0.065,85,31,0.163,0.084,0.048,0.111,0.111,0.103,0,1
3739,29,5,465,0.424,0.235,0.062,197,109,29,0.182,0.065,85,30,0.146,0.069,0.053,0.1,0.1,0.093,1,1
3742,27,5,482,0.427,0.259,0.06,206,125,29,0.183,0.075,88,36,0.163,0.076,0.053,0.1,0.111,0.093,1,1
3748,28,5,449,0.384,0.251,0.063,172,113,28,0.165,0.075,74,34,0.163,0.069,0.044,0.092,0.1,0.084,1,1
3761,22,5,480,0.37,0.256,0.059,178,123,28,0.187,0.075,90,36,0.163,0.076,0.048,0.111,0.111,0.103,1,1
3764,24,5,457,0.414,0.249,0.057,189,114,26,0.184,0.066,84,30,0.163,0.076,0.048,0.1,0.122,0.093,1,0
3766,29,5,467,0.423,0.224,0.062,198,105,29,0.152,0.063,71,29,0.163,0.076,0.048,0.092,0.111,0.084,0,1
3767,22,5,452,0.385,0.24,0.058,174,108,26,0.185,0.07,84,32,0.163,0.069,0.048,0.092,0.1,0.084,0,0
3771,26,5,495,0.447,0.259,0.067,221,128,33,0.19,0.08,94,40,0.163,0.084,0.048,0.1,0.111,0.093,1,1
3780,28,5,449,0.402,0.222,0.062,180,100,28,0.167,0.064,75,29,0.163,0.076,0.048,0.1,0.111,0.093,1,1
3781,26,5,442,0.44,0.231,0.069,194,102,30,0.153,0.067,68,30,0.163,0.076,0.048,0.1,0.1,0.093,0,1
3782,20,5,413,0.447,0.221,0.059,185,91,24,0.159,0.067,66,28,0.179,0.084,0.048,0.1,0.111,0.093,1,0
3783,21,5,488,0.44,0.233,0.057,215,114,28,0.182,0.059,89,29,0.163,0.076,0.048,0.1,0.111,0.093,0,1
3791,22,5,418,0.405,0.258,0.062,169,108,26,0.167,0.067,70,28,0.163,0.069,0.048,0.092,0.1,0.084,1,1
3792,23,5,467,0.43,0.236,0.06,201,110,28,0.171,0.068,80,32,0.163,0.069,0.048,0.111,0.111,0.103,0,1
3793,28,5,480,0.385,0.234,0.066,185,112,32,0.166,0.069,80,33,0.163,0.069,0.048,0.1,0.1,0.093,1,1
3795,27,5,473,0.408,0.216,0.067,193,102,32,0.146,0.065,69,31,0.146,0.076,0.044,0.1,0.111,0.093,1,1
3797,26,5,422,0.383,0.245,0.064,162,103,27,0.163,0.075,69,32,0.146,0.076,0.048,0.1,0.122,0.093,1,1
3804,29,5,436,0.375,0.219,0.062,164,95,27,0.153,0.058,67,25,0.163,0.076,0.048,0.1,0.111,0.093,1,0
3813,29,5,468,0.433,0.228,0.064,203,107,30,0.177,0.063,83,29,0.146,0.076,0.048,0.092,0.1,0.084,1,0
3817,25,5,488,0.42,0.215,0.062,205,105,30,0.16,0.055,78,27,0.146,0.076,0.048,0.111,0.122,0.103,1,1
3824,29,5,431,0.451,0.235,0.066,194,101,28,0.163,0.067,70,29,0.179,0.084,0.048,0.1,0.122,0.093,1,1
3826,28,5,455,0.395,0.254,0.064,180,116,29,0.167,0.076,76,35,0.179,0.076,0.053,0.1,0.111,0.093,0,1
3834,26,5,454,0.424,0.23,0.064,192,104,29,0.178,0.062,81,28,0.179,0.069,0.044,0.1,0.122,0.093,1,1
3839,27,5,475,0.381,0.248,0.067,181,118,32,0.163,0.063,77,30,0.146,0.084,0.048,0.1,0.122,0.093,1,1
3848,23,5,478,0.406,0.234,0.063,194,112,30,0.166,0.068,79,33,0.163,0.076,0.044,0.1,0.111,0.093,1,1
3860,27,5,487,0.378,0.226,0.068,184,110,33,0.165,0.069,80,34,0.163,0.084,0.048,0.1,0.122,0.093,0,1
3867,27,5,474,0.438,0.259,0.067,208,123,32,0.171,0.074,81,35,0.179,0.076,0.044,0.1,0.111,0.093,1,1
3870,25,5,448,0.443,0.226,0.059,198,101,26,0.166,0.059,74,26,0.163,0.076,0.044,0.1,0.122,0.093,0,1
3873,23,5,488,0.38,0.24,0.06,185,117,29,0.161,0.07,79,34,0.179,0.076,0.048,0.1,0.111,0.093,0,0
3883,20,5,432,0.436,0.231,0.064,188,100,28,0.159,0.063,69,27,0.163,0.076,0.048,0.092,0.111,0.084,0,0
3885,24,5,498,0.419,0.259,0.069,209,129,34,0.187,0.076,93,38,0.163,0.069,0.048,0.092,0.122,0.084,0,1
3893,21,5,451,0.387,0.222,0.06,175,100,27,0.155,0.067,70,30,0.163,0.076,0.053,0.1,0.1,0.093,0,0
3897,25,5,488,0.416,0.251,0.068,203,122,33,0.189,0.063,92,31,0.179,0.076,0.048,0.1,0.122,0.093,1,1
3902,24,5,496,0.447,0.262,0.061,222,130,30,0.174,0.068,86,34,0.163,0.076,0.053,0.1,0.122,0.093,0,1
3908,21,5,465,0.416,0.234,0.059,193,109,27,0.16,0.071,74,33,0.163,0.076,0.044,0.092,0.111,0.084,1,1
3909,29,5,442,0.43,0.22,0.058,190,97,26,0.171,0.062,76,27,0.146,0.076,0.048,0.111,0.1,0.103,0,1
3913,25,5,502,0.393,0.23,0.062,197,115,31,0.18,0.062,90,31,0.179,0.076,0.048,0.1,0.122,0.093,1,1
3916,29,5,479,0.389,0.22,0.063,186,105,30,0.149,0.066,71,32,0.146,0.076,0.048,0.1,0.111,0.093,1,1
3919,26,5,486,0.438,0.258,0.063,213,125,31,0.181,0.078,88,38,0.163,0.069,0.053,0.1,0.122,0.093,0,1
3921,24,5,449,0.389,0.235,0.065,175,106,29,0.155,0.065,70,29,0.146,0.069,0.053,0.111,0.111,0.103,1,1
3922,20,5,484,0.39,0.217,0.057,189,105,28,0.166,0.062,80,30,0.179,0.069,0.048,0.1,0.111,0.093,1,1
3923,25,5,437,0.371,0.215,0.058,162,94,25,0.165,0.06,72,26,0.146,0.069,0.044,0.1,0.111,0.093,1,1
3926,29,5,467,0.439,0.246,0.06,205,115,28,0.187,0.066,87,31,0.163,0.076,0.048,0.092,0.122,0.084,0,1
3933,28,5,433,0.401,0.223,0.061,174,97,26,0.151,0.06,65,26,0.163,0.069,0.048,0.1,0.122,0.093,1,1
3935,26,5,462,0.378,0.249,0.057,175,115,26,0.191,0.063,88,29,0.179,0.069,0.048,0.1,0.1,0.093,1,0
3936,29,5,450,0.371,0.219,0.069,167,99,31,0.172,0.066,77,30,0.163,0.076,0.053,0.1,0.1,0.093,1,1
3937,25,5,427,0.446,0.223,0.059,190,95,25,0.162,0.063,69,27,0.163,0.076,0.044,0.092,0.111,0.084,1,1
3943,26,5,448,0.372,0.236,0.067,167,106,30,0.16,0.065,72,29,0.179,0.076,0.048,0.092,0.122,0.084,1,1
3946,21,5,473,0.377,0.222,0.057,178,105,27,0.17,0.061,80,29,0.146,0.076,0.053,0.1,0.122,0.093,1,1
3948,29,5,427,0.45,0.217,0.068,192,93,29,0.163,0.061,70,26,0.179,0.076,0.053,0.1,0.1,0.093,1,1
3950,27,5,414,0.393,0.257,0.068,163,106,28,0.188,0.068,78,28,0.179,0.076,0.048,0.1,0.111,0.093,1,1
3951,26,5,489,0.431,0.241,0.058,211,118,28,0.166,0.072,81,35,0.163,0.076,0.044,0.1,0.1,0.093,0,1
3973,28,5,477,0.438,0.253,0.06,209,121,29,0.187,0.074,89,35,0.179,0.076,0.044,0.1,0.111,0.093,1,1
3975,25,5,495,0.44,0.214,0.057,218,106,28,0.168,0.055,83,27,0.179,0.076,0.044,0.1,0.111,0.093,1,1
3980,27,5,488,0.376,0.22,0.06,183,107,29,0.17,0.059,83,29,0.163,0.069,0.048,0.1,0.1,0.093,0,0
3990,29,5,420,0.377,0.229,0.062,158,96,26,0.155,0.06,65,25,0.163,0.084,0.048,0.1,0.1,0.093,0,1
3998,29,5,461,0.449,0.214,0.068,207,99,31,0.145,0.059,67,27,0.163,0.076,0.048,0.1,0.1,0.093,0,1
4004,20,5,426,0.442,0.255,0.059,188,109,25,0.191,0.065,81,28,0.179,0.069,0.048,0.1,0.1,0.093,1,1
4018,29,5,439,0.43,0.238,0.067,189,104,29,0.164,0.071,72,31,0.163,0.076,0.048,0.1,0.122,0.093,0,1
4021,25,5,434,0.422,0.258,0.062,183,112,27,0.169,0.075,73,33,0.146,0.076,0.048,0.1,0.122,0.093,1,1
4026,22,5,449,0.371,0.251,0.064,167,113,29,0.197,0.073,88,33,0.163,0.084,0.048,0.111,0.122,0.103,0,1
4030,26,5,474,0.391,0.226,0.058,185,107,27,0.167,0.06,79,28,0.146,0.084,0.053,0.111,0.111,0.103,1,1
4033,29,5,503,0.423,0.234,0.06,213,118,30,0.168,0.063,85,32,0.163,0.084,0.048,0.111,0.1,0.103,1,1
4036,22,5,502,0.404,0.223,0.058,203,112,29,0.168,0.065,84,33,0.146,0.084,0.053,0.1,0.1,0.093,1,1
4041,25,5,439,0.449,0.23,0.068,197,101,30,0.156,0.059,68,26,0.163,0.084,0.044,0.092,0.122,0.084,1,1
4045,28,5,451,0.398,0.251,0.064,179,113,29,0.194,0.069,87,31,0.163,0.069,0.048,0.1,0.111,0.093,1,1
4064,25,5,491,0.446,0.242,0.061,219,119,30,0.187,0.064,92,31,0.163,0.076,0.048,0.1,0.122,0.093,1,0
4067,21,5,502,0.434,0.22,0.066,218,110,33,0.164,0.056,82,28,0.146,0.076,0.053,0.1,0.122,0.093,0,1
4080,27,5,476,0.377,0.217,0.067,179,103,32,0.171,0.056,81,27,0.163,0.076,0.053,0.092,0.111,0.084,0,1
4082,22,5,469,0.372,0.219,0.059,174,103,28,0.154,0.06,72,28,0.179,0.076,0.048,0.1,0.122,0.093,1,1
4083,28,5,481,0.449,0.246,0.067,216,118,32,0.161,0.071,77,34,0.163,0.084,0.048,0.1,0.111,0.093,1,1
4091,29,5,443,0.427,0.23,0.062,189,102,27,0.151,0.071,67,31,0.179,0.069,0.053,0.092,0.111,0.084,1,1
4093,29,5,497,0.401,0.237,0.069,199,118,34,0.162,0.072,81,36,0.163,0.076,0.053,0.092,0.111,0.084,0,0
4095,29,5,455,0.432,0.251,0.06,197,114,27,0.194,0.069,88,31,0.163,0.069,0.044,0.111,0.111,0.103,0,1
4103,27,5,428,0.428,0.243,0.065,183,104,28,0.162,0.062,69,27,0.163,0.069,0.048,0.111,0.122,0.103,0,1
4114,28,5,467,0.397,0.246,0.063,185,115,29,0.18,0.069,84,32,0.163,0.076,0.048,0.1,0.111,0.093,1,1
4116,22,5,496,0.374,0.223,0.065,186,111,32,0.17,0.064,84,32,0.179,0.069,0.048,0.1,0.1,0.093,1,1
4123,29,5,495,0.438,0.217,0.062,217,107,31,0.147,0.062,73,31,0.163,0.069,0.044,0.092,0.111,0.084,1,1
4124,22,5,485,0.399,0.228,0.068,194,111,33,0.178,0.068,86,33,0.146,0.076,0.053,0.1,0.122,0.093,1,1
4132,26,5,473,0.418,0.222,0.063,198,105,30,0.17,0.056,80,26,0.146,0.076,0.048,0.1,0.1,0.093,1,0
4133,29,5,470,0.388,0.25,0.063,182,118,30,0.186,0.068,87,32,0.146,0.069,0.048,0.1,0.111,0.093,1,1
4134,27,5,467,0.403,0.227,0.069,188,106,32,0.167,0.066,78,31,0.179,0.084,0.048,0.1,0.111,0.093,0,0
4135,26,5,414,0.375,0.216,0.059,155,89,24,0.151,0.056,63,23,0.146,0.069,0.053,0.1,0.111,0.093,1,1
4138,29,5,473,0.381,0.219,0.058,180,104,27,0.158,0.06,75,28,0.179,0.069,0.053,0.111,0.111,0.103,0,1
4141,29,5,425,0.407,0.247,0.067,173,105,28,0.191,0.067,81,28,0.179,0.084,0.044,0.111,0.111,0.103,0,1
4143,29,5,488,0.422,0.261,0.057,206,127,28,0.186,0.066,91,32,0.163,0.076,0.044,0.092,0.111,0.084,1,1
4144,21,5,496,0.442,0.241,0.06,219,120,30,0.159,0.068,79,34,0.163,0.069,0.044,0.1,0.122,0.093,1,1
4150,28,5,423,0.441,0.251,0.057,187,106,24,0.191,0.067,81,28,0.163,0.076,0.048,0.1,0.111,0.093,1,1
4153,29,5,445,0.393,0.222,0.066,175,99,29,0.15,0.06,67,27,0.163,0.076,0.044,0.1,0.122,0.093,1,1
4155,26,5,413,0.389,0.225,0.058,161,93,24,0.161,0.06,66,25,0.163,0.076,0.048,0.092,0.111,0.084,1,1
4157,23,5,490,0.425,0.228,0.061,208,112,30,0.161,0.061,79,30,0.146,0.069,0.044,0.092,0.111,0.084,1,1
4164,25,5,468,0.397,0.221,0.058,186,103,27,0.171,0.061,80,29,0.163,0.076,0.053,0.1,0.111,0.093,1,1
4177,28,5,487,0.423,0.217,0.061,206,106,30,0.147,0.059,72,29,0.179,0.076,0.048,0.1,0.111,0.093,1,1
4182,29,5,475,0.419,0.247,0.065,199,117,31,0.178,0.073,85,35,0.146,0.084,0.053,0.092,0.111,0.084,1,1
4185,28,5,470,0.413,0.247,0.065,194,116,31,0.166,0.068,78,32,0.163,0.076,0.044,0.1,0.1,0.093,0,1
4189,27,5,476,0.374,0.242,0.058,178,115,28,0.177,0.067,84,32,0.163,0.084,0.048,0.1,0.111,0.093,1,1
4203,26,5,500,0.442,0.227,0.057,221,114,28,0.147,0.06,74,30,0.163,0.084,0.053,0.092,0.122,0.084,1,1
4206,20,5,466,0.382,0.244,0.066,178,114,31,0.17,0.068,79,32,0.163,0.076,0.053,0.1,0.122,0.093,1,1
4218,28,5,475,0.393,0.225,0.066,187,107,31,0.16,0.057,76,27,0.163,0.084,0.048,0.1,0.122,0.093,1,1
4222,29,5,494,0.438,0.25,0.061,216,124,30,0.169,0.073,83,36,0.146,0.084,0.048,0.1,0.122,0.093,1,1
4236,28,5,417,0.406,0.23,0.059,169,96,25,0.164,0.06,68,25,0.146,0.076,0.048,0.092,0.111,0.084,0,1
4242,28,5,481,0.436,0.254,0.064,210,122,31,0.191,0.075,92,36,0.146,0.084,0.044,0.1,0.1,0.093,1,1
4257,20,5,454,0.419,0.223,0.061,190,101,28,0.155,0.059,70,27,0.163,0.084,0.048,0.092,0.1,0.084,1,1
4272,20,5,426,0.434,0.26,0.062,185,111,26,0.183,0.073,78,31,0.163,0.069,0.048,0.1,0.122,0.093,0,1
4279,23,5,448,0.402,0.223,0.06,180,100,27,0.169,0.066,76,30,0.163,0.084,0.044,0.1,0.122,0.093,1,1
4285,27,5,467,0.386,0.252,0.065,180,118,30,0.178,0.069,83,32,0.163,0.069,0.053,0.1,0.111,0.093,1,0
4289,26,5,486,0.384,0.242,0.065,187,118,32,0.169,0.062,82,30,0.179,0.076,0.053,0.1,0.111,0.093,0,1
4308,28,5,488,0.404,0.231,0.062,197,113,30,0.182,0.059,89,29,0.179,0.076,0.048,0.1,0.111,0.093,1,1
4315,24,5,428,0.394,0.239,0.059,169,102,25,0.178,0.063,76,27,0.179,0.084,0.044,0.092,0.111,0.084,1,1
4326,27,5,414,0.383,0.249,0.059,159,103,24,0.17,0.071,70,29,0.163,0.076,0.048,0.1,0.122,0.093,1,1
4329,29,5,487,0.37,0.236,0.057,180,115,28,0.158,0.071,77,35,0.163,0.084,0.048,0.092,0.1,0.084,1,1
4343,25,5,488,0.39,0.229,0.061,190,112,30,0.159,0.059,78,29,0.163,0.076,0.048,0.111,0.111,0.103,0,1
4347,26,5,463,0.422,0.26,0.067,195,120,31,0.188,0.074,87,34,0.163,0.076,0.048,0.1,0.111,0.093,0,1
4348,27,5,488,0.404,0.245,0.059,197,120,29,0.193,0.07,94,34,0.179,0.076,0.053,0.1,0.1,0.093,1,1
4351,26,5,467,0.416,0.216,0.064,194,101,30,0.15,0.057,70,27,0.163,0.076,0.044,0.1,0.111,0.093,1,1
4365,26,5,473,0.451,0.222,0.057,213,105,27,0.15,0.065,71,31,0.163,0.084,0.044,0.092,0.111,0.084,1,1
4369,29,5,429,0.444,0.26,0.059,190,112,25,0.172,0.074,74,32,0.146,0.076,0.048,0.092,0.1,0.084,1,1
4376,29,5,447,0.427,0.224,0.065,191,100,29,0.153,0.059,68,26,0.179,0.069,0.053,0.1,0.111,0.093,0,1
4380,28,5,418,0.447,0.228,0.062,187,95,26,0.148,0.066,62,28,0.179,0.084,0.044,0.092,0.111,0.084,1,1
4385,29,5,463,0.374,0.223,0.058,173,103,27,0.153,0.059,71,27,0.146,0.069,0.053,0.111,0.111,0.103,0,1
4396,29,5,439,0.447,0.26,0.067,196,114,29,0.174,0.076,76,33,0.163,0.076,0.044,0.092,0.122,0.084,0,1
4412,29,5,474,0.388,0.247,0.069,184,117,33,0.191,0.066,91,31,0.146,0.069,0.048,0.111,0.122,0.103,0,1
4422,24,5,467,0.371,0.249,0.069,173,116,32,0.162,0.073,76,34,0.163,0.076,0.053,0.1,0.1,0.093,1,0
4451,28,5,465,0.422,0.215,0.066,196,100,31,0.164,0.063,76,29,0.163,0.069,0.048,0.1,0.111,0.093,0,1
4454,24,5,492,0.398,0.232,0.061,196,114,30,0.169,0.071,83,35,0.163,0.076,0.048,0.1,0.111,0.093,1,1
4457,27,5,425,0.389,0.215,0.065,165,91,28,0.142,0.06,60,26,0.163,0.076,0.048,0.111,0.111,0.103,1,1
4466,29,5,424,0.373,0.215,0.069,158,91,29,0.145,0.062,61,26,0.179,0.076,0.044,0.1,0.122,0.093,1,1
4471,22,5,503,0.381,0.258,0.062,192,130,31,0.199,0.078,100,39,0.179,0.069,0.048,0.092,0.1,0.084,1,1
4478,26,5,467,0.401,0.26,0.061,187,121,28,0.193,0.078,90,36,0.163,0.069,0.053,0.092,0.122,0.084,1,1
4481,22,5,455,0.431,0.225,0.068,196,102,31,0.16,0.057,73,26,0.146,0.076,0.048,0.1,0.1,0.093,0,1
4502,22,5,439,0.414,0.252,0.061,182,111,27,0.186,0.068,82,30,0.163,0.084,0.048,0.1,0.122,0.093,1,1
4514,21,5,463,0.373,0.257,0.059,173,119,27,0.203,0.071,94,33,0.163,0.084,0.048,0.1,0.111,0.093,1,1
4528,26,5,465,0.393,0.215,0.069,183,100,32,0.166,0.057,77,27,0.163,0.069,0.048,0.111,0.111,0.103,1,1
4550,23,5,498,0.406,0.226,0.057,202,113,28,0.165,0.067,82,33,0.163,0.076,0.048,0.1,0.111,0.093,1,1
4554,24,5,454,0.419,0.247,0.063,190,112,29,0.168,0.072,76,33,0.163,0.069,0.044,0.092,0.111,0.084,1,1
4569,26,5,491,0.389,0.261,0.067,191,128,33,0.187,0.075,92,37,0.163,0.076,0.044,0.111,0.1,0.103,1,1
4579,27,5,471,0.437,0.222,0.068,206,105,32,0.165,0.061,78,29,0.163,0.076,0.044,0.111,0.122,0.103,1,0
4593,28,5,441,0.426,0.262,0.057,188,116,25,0.197,0.066,87,29,0.146,0.084,0.048,0.1,0.111,0.093,1,1
4594,28,5,451,0.398,0.228,0.06,179,103,27,0.179,0.068,81,31,0.163,0.069,0.048,0.111,0.122,0.103,1,1
4613,26,5,422,0.429,0.22,0.063,181,93,27,0.155,0.066,65,28,0.146,0.076,0.048,0.1,0.111,0.093,1,1
4616,29,5,486,0.413,0.221,0.058,201,107,28,0.173,0.061,84,30,0.179,0.069,0.048,0.1,0.1,0.093,1,1
4631,27,5,441,0.445,0.241,0.065,196,106,29,0.18,0.069,79,30,0.163,0.076,0.048,0.1,0.1,0.093,1,1
4638,27,5,481,0.408,0.25,0.067,196,120,32,0.172,0.071,83,34,0.163,0.069,0.048,0.1,0.111,0.093,1,1
4644,26,5,477,0.375,0.261,0.064,179,124,31,0.184,0.069,88,33,0.163,0.084,0.053,0.1,0.111,0.093,1,1
4649,29,5,428,0.404,0.24,0.068,173,103,29,0.188,0.062,80,27,0.179,0.076,0.044,0.1,0.111,0.093,1,1
4655,26,5,428,0.428,0.26,0.068,183,111,29,0.178,0.071,76,30,0.146,0.076,0.044,0.1,0.122,0.093,0,1
4661,28,5,468,0.392,0.26,0.061,183,122,29,0.192,0.072,90,34,0.163,0.069,0.044,0.1,0.122,0.093,1,1
4667,22,5,489,0.376,0.245,0.063,184,120,31,0.172,0.065,84,32,0.163,0.076,0.053,0.111,0.1,0.103,1,1
4668,23,5,474,0.434,0.258,0.062,206,122,29,0.191,0.079,91,37,0.163,0.076,0.048,0.111,0.111,0.103,0,1
4670,28,5,445,0.437,0.258,0.06,194,115,27,0.192,0.073,85,32,0.146,0.076,0.044,0.092,0.111,0.084,1,1
4679,29,5,470,0.403,0.239,0.058,189,112,27,0.184,0.069,86,32,0.163,0.076,0.048,0.1,0.1,0.093,1,1
4688,22,5,462,0.431,0.256,0.069,199,118,32,0.192,0.07,89,32,0.163,0.084,0.048,0.1,0.122,0.093,1,1
4696,26,5,459,0.371,0.24,0.069,170,110,32,0.164,0.07,75,32,0.163,0.076,0.048,0.092,0.122,0.084,0,0
4716,28,5,467,0.381,0.222,0.065,178,104,30,0.166,0.06,78,28,0.163,0.076,0.048,0.1,0.111,0.093,1,1
4721,27,5,417,0.375,0.238,0.063,156,99,26,0.162,0.065,68,27,0.146,0.076,0.044,0.111,0.122,0.103,1,1
4723,26,5,451,0.398,0.251,0.057,179,113,26,0.198,0.073,89,33,0.163,0.076,0.044,0.1,0.111,0.093,1,1
4729,24,5,428,0.449,0.228,0.065,192,98,28,0.17,0.062,73,27,0.146,0.084,0.048,0.1,0.1,0.093,0,1
4732,27,5,479,0.382,0.251,0.066,183,120,32,0.192,0.077,92,37,0.163,0.084,0.048,0.1,0.1,0.093,1,1
4734,29,5,452,0.432,0.253,0.067,195,114,30,0.183,0.069,83,31,0.146,0.084,0.048,0.111,0.111,0.103,1,1
4738,27,5,447,0.401,0.22,0.058,179,98,26,0.174,0.066,78,30,0.163,0.076,0.048,0.111,0.122,0.103,1,1
4746,22,5,430,0.411,0.223,0.067,177,96,29,0.156,0.058,67,25,0.163,0.084,0.048,0.1,0.111,0.093,1,1
4760,27,5,456,0.442,0.244,0.065,202,111,30,0.169,0.07,77,32,0.146,0.084,0.048,0.092,0.1,0.084,1,1
4761,28,5,503,0.424,0.236,0.065,213,119,33,0.185,0.068,93,34,0.146,0.076,0.044,0.1,0.122,0.093,1,1
4762,26,5,481,0.375,0.255,0.067,180,123,32,0.168,0.071,81,34,0.146,0.084,0.048,0.1,0.111,0.093,1,1
4763,27,5,435,0.389,0.251,0.057,169,109,25,0.195,0.065,85,28,0.146,0.076,0.053,0.1,0.122,0.093,1,1
4777,29,5,440,0.38,0.22,0.06,167,97,26,0.163,0.066,72,29,0.163,0.076,0.053,0.111,0.111,0.103,1,1
4782,27,5,463,0.381,0.234,0.059,176,108,27,0.164,0.063,76,29,0.179,0.076,0.048,0.1,0.1,0.093,1,1
4784,28,5,450,0.391,0.231,0.058,176,104,26,0.166,0.069,75,31,0.179,0.076,0.044,0.1,0.122,0.093,0,1
4795,29,5,442,0.438,0.253,0.065,194,112,29,0.183,0.066,81,29,0.179,0.084,0.048,0.111,0.111,0.103,1,1
4817,27,5,487,0.383,0.237,0.069,187,115,34,0.163,0.062,79,30,0.163,0.069,0.048,0.111,0.111,0.103,0,1
4818,26,5,494,0.4,0.232,0.059,198,115,29,0.182,0.059,90,29,0.163,0.084,0.048,0.1,0.122,0.093,0,1
4824,28,5,462,0.376,0.255,0.062,174,118,29,0.187,0.067,86,31,0.146,0.076,0.044,0.1,0.1,0.093,1,1
4827,22,5,428,0.415,0.215,0.062,178,92,27,0.155,0.061,66,26,0.179,0.076,0.048,0.1,0.1,0.093,1,1
4828,26,5,441,0.375,0.233,0.057,165,103,25,0.183,0.061,81,27,0.146,0.076,0.048,0.092,0.111,0.084,1,1
4829,20,5,458,0.437,0.224,0.061,200,103,28,0.166,0.067,76,31,0.163,0.069,0.053,0.111,0.111,0.103,1,1
4830,27,5,485,0.44,0.25,0.059,213,121,29,0.182,0.067,88,32,0.163,0.076,0.048,0.1,0.1,0.093,1,1
4831,29,5,480,0.375,0.248,0.062,180,119,30,0.17,0.063,82,30,0.146,0.069,0.048,0.1,0.122,0.093,1,1
4844,29,5,429,0.374,0.237,0.066,160,102,28,0.167,0.071,72,30,0.179,0.076,0.044,0.092,0.111,0.084,1,1
4848,21,5,482,0.403,0.231,0.063,194,111,30,0.157,0.068,76,33,0.179,0.069,0.048,0.1,0.122,0.093,1,1
4853,25,5,444,0.372,0.249,0.057,165,111,25,0.161,0.069,71,31,0.163,0.076,0.053,0.092,0.122,0.084,1,1
4857,26,5,498,0.446,0.24,0.067,222,120,33,0.172,0.067,86,33,0.163,0.076,0.053,0.1,0.111,0.093,1,1
4868,29,5,467,0.432,0.255,0.067,202,119,31,0.19,0.064,89,30,0.146,0.076,0.048,0.111,0.111,0.103,1,0
4875,26,5,471,0.411,0.23,0.06,194,108,28,0.161,0.059,76,28,0.163,0.076,0.048,0.1,0.122,0.093,0,1
4889,29,5,475,0.414,0.245,0.062,197,116,29,0.173,0.07,82,33,0.146,0.076,0.048,0.092,0.122,0.084,0,0
4893,25,5,434,0.441,0.239,0.057,191,104,25,0.158,0.063,69,27,0.163,0.069,0.048,0.1,0.1,0.093,0,1
4894,29,5,448,0.428,0.219,0.067,192,98,30,0.158,0.055,71,25,0.163,0.069,0.048,0.092,0.111,0.084,0,1
4898,28,5,420,0.385,0.229,0.058,162,96,24,0.179,0.066,75,28,0.163,0.076,0.044,0.1,0.111,0.093,1,1
4905,25,5,427,0.38,0.259,0.068,162,111,29,0.172,0.077,73,33,0.163,0.076,0.048,0.111,0.122,0.103,0,1
4907,22,5,431,0.377,0.231,0.06,162,100,26,0.182,0.067,78,29,0.163,0.076,0.044,0.092,0.1,0.084,0,1
4911,29,5,463,0.424,0.24,0.057,196,111,26,0.179,0.063,83,29,0.163,0.084,0.048,0.092,0.122,0.084,0,1
4918,26,5,482,0.405,0.251,0.063,195,121,30,0.195,0.067,94,32,0.163,0.069,0.048,0.1,0.111,0.093,0,1
4925,28,5,436,0.43,0.227,0.057,187,99,25,0.168,0.07,73,31,0.179,0.084,0.048,0.111,0.111,0.103,0,1
4937,29,5,464,0.409,0.238,0.06,190,110,28,0.175,0.061,81,28,0.146,0.084,0.048,0.1,0.111,0.093,1,0
4943,27,5,445,0.435,0.236,0.063,194,105,28,0.183,0.07,81,31,0.163,0.076,0.048,0.1,0.122,0.093,1,1
4947,21,5,480,0.398,0.225,0.064,191,108,31,0.169,0.058,81,28,0.163,0.076,0.048,0.111,0.122,0.103,0,1
4948,28,5,486,0.434,0.252,0.061,211,122,30,0.189,0.073,92,35,0.163,0.076,0.053,0.1,0.1,0.093,1,1
4950,23,5,448,0.438,0.249,0.066,196,112,30,0.162,0.068,73,30,0.146,0.076,0.048,0.1,0.111,0.093,1,1
4971,20,5,494,0.419,0.233,0.058,207,115,29,0.151,0.067,75,33,0.163,0.076,0.048,0.1,0.111,0.093,0,1
4987,21,5,467,0.432,0.256,0.058,202,120,27,0.182,0.067,85,31,0.146,0.076,0.053,0.1,0.111,0.093,1,1
4992,26,5,443,0.414,0.224,0.065,183,99,29,0.173,0.063,77,28,0.146,0.076,0.044,0.1,0.122,0.093,1,1
